"SERVICE REQUEST TYPE","SERVICE REQUEST NUMBER","DATE SERVICE REQUEST WAS RECEIVED","LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).","IS THE BUILDING DANGEROUS OR HAZARDOUS?","IS BUILDING OPEN OR BOARDED?","IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?","IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?","IS THE BUILDING VACANT DUE TO FIRE?","ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)","ADDRESS STREET NUMBER","ADDRESS STREET DIRECTION","ADDRESS STREET NAME","ADDRESS STREET SUFFIX","ZIP CODE","X COORDINATE","Y COORDINATE","Ward","Police District","Community Area","LATITUDE","LONGITUDE","Location"
"Vacant/Abandoned Building","10-00262387","03/01/2010","Rear",,"Open","WINDOW IN BASEMENT HAS BEEN KICKED IN","Vacant","false","true","8000","S","MAY","ST","60620","1170041.66411898","1851750.24419844","21","6","71","41.74869416491","-87.65247934956","(41.74869416491, -87.652479349562)"
"Vacant/Abandoned Building","10-00260928","03/01/2010","Front",,"Open","BACK DOOR","Vacant","false","true","7130","S","UNION","AVE","60621","1172982.47990423","1857605.57258748","6","7","68","41.76469755295","-87.64153062034","(41.764697552951, -87.641530620344)"
"Vacant/Abandoned Building","10-00262397","03/01/2010","Front",,"Boarded",,"Vacant","false","true","8009","S","ABERDEEN","ST","60620","1170374.92609315","1851698.87857119","21","6","71","41.74854596775","-87.65125964978","(41.748545967748, -87.651259649783)"
"Vacant/Abandoned Building","10-00260714","03/01/2010","Front",,"Open","REAR DOOR,SIDE WINDOWS","Vacant","false","false","8512","S","PEORIA","ST","60620","1171796.51857463","1848394.85016868","21","6","71","41.73944823149","-87.6461471246","(41.739448231487, -87.646147124597)"
"Vacant/Abandoned Building","10-00259822","02/28/2010","Front",,"Open","ENTRY POINT IS ON THE STREET SIDE (LAWNDALE SIDE)","Vacant","true","false","2200","N","LAWNDALE","AVE","60647","1151350.79477505","1914368.91737375","35","25","22","41.92091338875","-87.71932992963","(41.92091338875, -87.719329929631)"
"Vacant/Abandoned Building","10-00259634","02/28/2010","Front",,"Open",,"Vacant","false","false","939","N","ST LOUIS","AVE","60651","1152872.74432377","1906038.8199073","27","11","23","41.89802480438","-87.71395892785","(41.898024804385, -87.713958927847)"
"Vacant/Abandoned Building","10-00259230","02/28/2010","Rear",,"Open",,"Vacant","false","false","5640","S","LOOMIS","BLVD","60636","1167958.5362142","1867347.73113024","16","7","67","41.79154065469","-87.65966501247","(41.791540654687, -87.659665012472)"
"Vacant/Abandoned Building","10-00259880","02/28/2010","Front",,"Open","DOORS/WINDOW","Vacant","false","false","2903","E","81ST","ST","60617","1196936.66478094","1851820.75061968","7","4","46","41.74826137665","-87.55392555378","(41.748261376654, -87.553925553776)"
"Vacant/Abandoned Building","10-00258330","02/27/2010","Front",,"Boarded",,"Vacant","false","false","6522","S","ELLIS","AVE","60637","1184010.64001732","1861971.01220416","20","3","42","41.77642622568","-87.60097352473","(41.776426225678, -87.600973524731)"
"Vacant/Abandoned Building","10-00258771","02/27/2010","Rear",,"Open","REAR  DOOR","Vacant","false","true","6216","S","MAPLEWOOD","AVE","60629","1160438.9005341","1863352.16477808","15","8","66","41.78073466202","-87.68734823933","(41.780734662024, -87.687348239335)"
"Vacant/Abandoned Building","10-00258195","02/27/2010","Front",,"Boarded",,"Vacant","false","false","4717","S","BISHOP","ST","60609","1167461.84390947","1873465.87236864","20","9","61","41.80834020468","-87.66131089499","(41.808340204677, -87.661310894991)"
"Vacant/Abandoned Building","10-00256353","02/26/2010","Front",,"Open",,"Vacant","false","true","619","N","CENTRAL PARK","AVE","60624","1152273.27800834","1903891.38429975","27","11","23","41.8921438829","-87.71621745704","(41.892143882897, -87.716217457043)"
"Vacant/Abandoned Building","10-00255828","02/26/2010","Front",,"Open",,"Vacant","false","false","9740","S","WINSTON","AVE","60643","1168329.50357237","1840172.65101848","21","22","73","41.71696056668","-87.65908567148","(41.716960566684, -87.659085671477)"
"Vacant/Abandoned Building","10-00255233","02/26/2010","Front",,"Open","REAR","Vacant","false","true","8334","S","JUSTINE","ST","60620","1167565.07998291","1849462.58998863","21","6","71","41.74246993712","-87.66161989741","(41.742469937118, -87.661619897411)"
"Vacant/Abandoned Building","10-00254569","02/26/2010","Garage",,"Open","GARAGE","Vacant","false","true","4952","W","BYRON","ST","60641","1142640.27988062","1925463.75031677","45","16","15","41.95152536589","-87.75105775949","(41.951525365891, -87.751057759487)"
"Vacant/Abandoned Building","10-00257066","02/26/2010","Front",,"Open","FRONT AND REAR DOORS AND WINDOWS - REAR COTTAGE - OPEN","Vacant","false","false","8436","S","MACKINAW","AVE","60617","1199936.5287805","1849669.97648756","10","4","46","41.74228441125","-87.54300569121","(41.742284411253, -87.543005691215)"
"Vacant/Abandoned Building","10-00257667","02/26/2010","Front",,"Open","FRONT AND REAR","Vacant","false","true","6934","S","VERNON","AVE","60637","1180445.87991513","1859139.452585","6","3","69","41.76873870376","-87.61412840522","(41.768738703759, -87.614128405219)"
"Vacant/Abandoned Building","10-00250995","02/25/2010","Rear",,"Open","REAR","Vacant","false","false","8959","S","PARNELL","AVE","60620","1174203.85586823","1845532.22508013","21","22","71","41.73153972102","-87.63741186843","(41.731539721024, -87.637411868432)"
"Vacant/Abandoned Building","10-00252918","02/25/2010","Front",,"Open","FRONT AND REAR","Vacant","false","false","2604","E","76TH","ST","60649","1194884.03998864","1855072.91141599","7","4","43","41.75723633302","-87.56133997587","(41.75723633302, -87.56133997587)"
"Vacant/Abandoned Building","10-00250189","02/25/2010","Front",,"Open","FRONT DOOR","Vacant","false","true","2669","E","82ND","ST","60617","1195447.15221047","1851117.85699521","7","4","46","41.74636947637","-87.55940667973","(41.746369476374, -87.559406679729)"
"Vacant/Abandoned Building","10-00252705","02/25/2010","Front",,"Open","SIDE WINDOWS","Vacant","false","true","8801","S","LOWE","AVE","60620","1173510.96107238","1846538.51192106","21","22","71","41.73431645341","-87.63992050287","(41.734316453406, -87.639920502874)"
"Vacant/Abandoned Building","10-00250169","02/25/2010","Rear",,"Open","BUILDING W/ 2 FLOORS 1 VACANT 2 OCCUPIED GARAGE OPEN  GANGBANGERS USING THE BUILDING AND GARAGE","Vacant","true","true","6207","S","WHIPPLE","ST","60629","1157116.41587325","1863320.77011571","15","8","66","41.78071635769","-87.69953003526","(41.780716357687, -87.699530035265)"
"Vacant/Abandoned Building","10-00252721","02/25/2010","Front",,"Open","REAR","Vacant","false","true","8826","S","LOWE","AVE","60620","1173515.66107238","1846376.41192106","21","22","71","41.7338715253","-87.63990806884","(41.733871525303, -87.639908068843)"
"Vacant/Abandoned Building","10-00250908","02/25/2010","Front",,"Open","FRONT DOOR OPEN","Vacant","false","true","6738","S","PRAIRIE","AVE","60637","1179201.02001524","1860395.401809","20","3","69","41.77221363375","-87.61865315167","(41.772213633748, -87.61865315167)"
"Vacant/Abandoned Building","10-00252711","02/25/2010","Front",,"Open","UPPER LEVEL OPEN-BACK PART OF PROPERTY","Vacant","true","false","8807","S","LOWE","AVE","60620","1173512.06107238","1846499.61192106","21","22","71","41.73420968226","-87.63991762116","(41.73420968226, -87.639917621156)"
"Vacant/Abandoned Building","10-00243744","02/24/2010",,,,,,,,"8200","S","COLES","AVE","60617","1198244.11329326","1851192.8497231","7","4","46","41.74650577244","-87.5491557009","(41.746505772444, -87.549155700903)"
"Vacant/Abandoned Building","10-00247477","02/24/2010","Front",,"Open","BSMNT DOOR OPEN AND WINDOW BUSTED OUT","Vacant","false","true","7627","S","MORGAN","ST","60620","1170965.63148341","1854250.03628142","17","6","71","41.75553380899","-87.64902074499","(41.755533808992, -87.649020744987)"
"Vacant/Abandoned Building","10-00247123","02/24/2010","Front",,"Open","NO INFO ON THAT","Vacant","false","false","6820","S","PRAIRIE","AVE","60637","1179216.73297742","1859854.33193121","20","3","69","41.77072852343","-87.6186120356","(41.770728523435, -87.618612035598)"
"Vacant/Abandoned Building","10-00245489","02/24/2010","Front",,"Open","FRONT","Vacant","true","false","6803","S","THROOP","ST","60636","1168830.9811044","1859658.91656945","17","7","67","41.77042280851","-87.65668778169","(41.770422808514, -87.656687781687)"
"Vacant/Abandoned Building","10-00245370","02/24/2010","Front",,"Open","FRONT","Vacant","true","true","6715","S","ADA","ST","60636","1168484.49011767","1860232.63702736","17","7","67","41.7720046437","-87.65794136442","(41.772004643695, -87.657941364425)"
"Vacant/Abandoned Building","10-00245307","02/24/2010","Rear",,"Boarded","FRONT","Vacant","false","false","1140","W","68TH","ST","60621","1169784.17227113","1859705.15868081","17","7","68","41.77052907102","-87.65319242539","(41.770529071017, -87.653192425388)"
"Vacant/Abandoned Building","10-00244878","02/24/2010","Front",,"Open","FRONT, REAR , SIDES","Vacant","false","true","3828","W","PIPPIN","ST","60652","1151894.70512478","1853386.58880119","18","8","70","41.75355937743","-87.71893417424","(41.753559377432, -87.718934174245)"
"Vacant/Abandoned Building","10-00243743","02/24/2010",,,,,,,,"1537","E","65TH","ST","60637","1187630.15007704","1862197.465176","5","3","42","41.77696227981","-87.58769760054","(41.776962279809, -87.587697600538)"
"Vacant/Abandoned Building","10-00246183","02/24/2010","Rear",,"Open","REAR","Vacant","false","false","13781","S","LEYDEN","AVE","60827","1180614.74358186","1814036.97241029","9","5","54","41.64496765585","-87.61488872561","(41.644967655855, -87.614888725615)"
"Vacant/Abandoned Building","10-00247485","02/24/2010","Rear",,"Open","WINDOW, WAS BROKEN INTO TO BY SOME TEENS","Vacant","false","true","1231","W","97TH","PL","60643","1169824.90499758","1840193.21081972","21","22","73","41.7169847188","-87.65360808023","(41.716984718796, -87.653608080227)"
"Vacant/Abandoned Building","10-00247097","02/24/2010","Front",,"Open","WINDOW BACK DOOR","Vacant","false","true","6342","S","PAULINA","ST","60636","1166088.77682305","1862637.83271006","15","7","67","41.77865610444","-87.6666549717","(41.778656104444, -87.666654971697)"
"Vacant/Abandoned Building","10-00243622","02/24/2010","Front",,"Open","FRONT","Occupied","false","true","4853","S","HERMITAGE","AVE","60609","1165497.94343303","1872515.56507068","20","9","61","41.80577436564","-87.6685409874","(41.805774365639, -87.668540987397)"
"Vacant/Abandoned Building","10-00246606","02/24/2010","Front",,"Open","FRONT AND REAR","Vacant","false","false","13321","S","PRAIRIE","AVE","60827","1180387.78998389","1817057.95619033","9","5","54","41.65326290791","-87.61562701452","(41.653262907907, -87.615627014522)"
"Vacant/Abandoned Building","10-00240332","02/23/2010","Front",,"Open","UNK ENTRY POINT--OPEN AND VACANT","Vacant","false","false","9926","S","NORMAL","AVE","60628","1174717.60708827","1838976.59997577","9","22","73","41.71353877032","-87.63572441822","(41.713538770324, -87.63572441822)"
"Vacant/Abandoned Building","10-00236851","02/23/2010","Front",,"Open",,"Vacant","false","true","7742","S","ABERDEEN","ST","60620","1170325.41340795","1853468.30206963","17","6","71","41.75340257802","-87.65138969141","(41.753402578016, -87.651389691409)"
"Vacant/Abandoned Building","10-00237210","02/23/2010","Front",,"Open","FRONT DOOR","Vacant","false","false","2445","W","LITHUANIAN PLAZA","CT","60629","1161168.05779867","1858830.52527742","15","8","66","41.7683115864","-87.68480000716","(41.768311586396, -87.684800007165)"
"Vacant/Abandoned Building","10-00240012","02/23/2010","Front",,"Open","FRONT","Vacant","false","true","814","N","RIDGEWAY","AVE","60651","1151239.21402281","1905174.18987768","27","11","23","41.89568437744","-87.71998147783","(41.895684377441, -87.719981477827)"
"Vacant/Abandoned Building","10-00240905","02/23/2010","Front",,"Open","REAR GARAGE","Vacant","false","false","6034","S","HONORE","ST","60636","1165052.28128697","1864659.64591804","15","7","67","41.78422620888","-87.67039770107","(41.784226208875, -87.670397701072)"
"Vacant/Abandoned Building","10-00232046","02/22/2010","Front",,"Open","FRONT","Vacant","false","false","1831","E","79TH","ST","60649","1189906.58999323","1852960.31927888","8","4","46","41.75156031465","-87.5796490789","(41.751560314652, -87.579649078904)"
"Vacant/Abandoned Building","10-00234835","02/22/2010","Front",,"Open","FRONT WINDOWS AND DOOR AND REAR ENTRANCE","Vacant","false","true","6448","S","WINCHESTER","AVE","60636","1164464.37713032","1861897.25261748","15","7","67","41.77665825871","-87.67263101008","(41.776658258707, -87.672631010075)"
"Vacant/Abandoned Building","10-00232948","02/22/2010","Front",,"Open","DOORS","Vacant","false","false","6331","S","MAPLEWOOD","AVE","60629","1160460.92306854","1862587.12338313","15","8","66","41.77863482795","-87.68728857229","(41.778634827952, -87.687288572295)"
"Vacant/Abandoned Building","10-00232578","02/22/2010","Front",,"Open","UNKNOWN","Vacant","false","false","1550","S","HOMAN","AVE","60623","1153943.49751846","1892504.11458848","24","10","29","41.86086289216","-87.71038695666","(41.860862892158, -87.710386956658)"
"Vacant/Abandoned Building","10-00228388","02/21/2010","Rear",,"Open","REAR","Vacant","false","true","6440","S","ARTESIAN","AVE","60629","1161147.62529335","1861882.00632884","15","8","66","41.77668570425","-87.6847905561","(41.776685704253, -87.684790556099)"
"Vacant/Abandoned Building","10-00227798","02/20/2010","Garage",,"Open","DOOR IS OPEN","Vacant","false","true","6030","S","MARSHFIELD","AVE","60636","1166373.49037872","1864719.38640976","15","7","67","41.78436208893","-87.66555192702","(41.784362088929, -87.665551927018)"
"Vacant/Abandoned Building","10-00227855","02/20/2010","Front",,"Open","FRONT","Vacant","false","true","5223","S","MARSHFIELD","AVE","60609","1166227.54409236","1870073.66341666","16","9","61","41.79905798578","-87.66593462835","(41.799057985782, -87.665934628348)"
"Vacant/Abandoned Building","10-00226741","02/20/2010","Front",,"Open",,"Vacant","false","false","5029","S","RACINE","AVE","60609","1169173.43797573","1871438.13922545","16","9","61","41.80273898641","-87.65509186688","(41.802738986414, -87.65509186688)"
"Vacant/Abandoned Building","10-00227017","02/20/2010","Front",,"Open",,"Vacant","false","true","153","E","121ST","PL","60628","1179502.25278575","1824433.27471473","9","5","53","41.67352211747","-87.61864334901","(41.673522117474, -87.618643349014)"
"Vacant/Abandoned Building","10-00227001","02/20/2010","Front",,"Open","FRONT","Vacant","false","true","2250","W","47TH","ST","60609","1162413.32580699","1873469.40918534","12","9","61","41.80845674541","-87.67982762117","(41.808456745406, -87.679827621173)"
"Vacant/Abandoned Building","10-00227718","02/20/2010","Front",,"Boarded","REAR","Vacant","false","true","1035","N","LAWNDALE","AVE","60651","1151524.27210708","1906650.33648457","27","11","23","41.8997294735","-87.71889568859","(41.899729473497, -87.718895688585)"
"Vacant/Abandoned Building","10-00224967","02/19/2010","Front",,"Open","UNK","Vacant","false","false","9659","S","UNION","AVE","60628","1173341.65721235","1840807.61546616","21","22","73","41.71859382115","-87.64070968685","(41.718593821148, -87.640709686854)"
"Vacant/Abandoned Building","10-00223536","02/19/2010","Front",,"Open","FRONT/REAR DOOR MISSING","Vacant","false","false","6720","S","ELIZABETH","ST","60636","1169147.03999728","1860217.27002354","17","7","67","41.77194817128","-87.65551310603","(41.771948171284, -87.655513106034)"
"Vacant/Abandoned Building","10-00223234","02/19/2010","Front",,"Open","FRONT","Vacant","false","true","12643","S","STEWART","AVE","60628","1175931.30632596","1821074.41920848","9","5","53","41.66438540936","-87.63181335723","(41.664385409358, -87.631813357235)"
"Vacant/Abandoned Building","10-00223183","02/19/2010","Front",,"Boarded",,"Vacant","false","false","10636","S","MICHIGAN","AVE","60628","1178815.50412187","1834431.32298261","9","5","49","41.700973822","-87.62085424685","(41.700973822003, -87.620854246851)"
"Vacant/Abandoned Building","10-00224978","02/19/2010","Front",,"Open","DOORS AND WINDOWS","Vacant","false","true","9008","S","MAY","ST","60620","1170234.65420537","1845061.09861056","21","22","73","41.73033402868","-87.65196623323","(41.730334028683, -87.651966233234)"
"Vacant/Abandoned Building","10-00218804","02/18/2010","Garage",,"Open",,"Vacant","false","false","5319","S","WOLCOTT","AVE","60609","1164588.03328946","1869410.43448707","16","9","61","41.79727277858","-87.67196582395","(41.797272778576, -87.671965823949)"
"Vacant/Abandoned Building","10-00218285","02/18/2010",,,,,,,,"2140","E","99TH","ST","60617","1192190.37978649","1839753.02269891","7","4","51","41.71526306085","-87.57170849809","(41.715263060851, -87.571708498089)"
"Vacant/Abandoned Building","10-00218819","02/18/2010","Garage",,"Open",,"Vacant","false","false","5223","S","WOLCOTT","AVE","60609","1164569.32891116","1870046.07730439","16","9","61","41.79901745487","-87.67201648255","(41.799017454866, -87.672016482554)"
